"SubscriptionName","SqlServerName","DatabaseName","ResourceGroupName","Data space allocated","Data space used","Percentage CPU","DTU Consumption Percentage","sql_instance_memory_percent"
"Atlas","atlas-dev-sqlserver","offline","Atlas-dev-rg","50331648","33633644.0888889","0","0.000347222222222222","0"
"Atlas","atlas-dev-sqlserver","atlas-identity.backup","Atlas-dev-rg","83886080","47023718.4","0","0","0"
"Atlas","atlas-dev-sqlserver","googlehotelads","Atlas-dev-rg","83886080","32899072","0","0","0"
"Atlas","atlas-dev-sqlserver","tps","Atlas-dev-rg","83886080","37708640.7111111","0.000173611111111111","0.000173611111111111","0"
"Atlas","atlas-dev-sqlserver","review","Atlas-dev-rg","33554432","9437184","0","0","0"
"Atlas","atlas-dev-sqlserver","giftcard","Atlas-dev-rg","83886080","30108307.9111111","0","0","0"
"Atlas","atlas-dev-sqlserver","ohip-events","Atlas-dev-rg","33554432","25984773.6888889","0","0","0"
"Atlas","atlas-dev-sqlserver","booking","Atlas-dev-rg","402653184","90159058.4888889","0.0220486111111111","0.0322916666666667","0"
"Atlas","atlas-dev-sqlserver","stay","Atlas-dev-rg","167772160","43107305.2444444","0.276909722222222","0.276909722222222","0"
"Atlas","atlas-dev-sqlserver","flex-identity","Atlas-dev-rg","50331648","30146560","0","0","0"
"Atlas","thon-atlas-prod-sqlserver","facebookads","Atlas-prod-rg","50331648","32387572.6222222","0","0","0"
"Atlas","thon-atlas-prod-sqlserver","checkout","Atlas-prod-rg","2885681152","2865960709.68889","0.117361111111111","0.120659722222222","0"
"Atlas","thon-atlas-prod-sqlserver","push","Atlas-prod-rg","3942645760","1266112352.71111","0.000868055555555556","0.0276041666666667","0"
"Atlas","thon-atlas-prod-sqlserver","responsys","Atlas-prod-rg","83886080","54020960.7111111","0","0.00190972222222222","0"
"Atlas","thon-atlas-prod-sqlserver","stay","Atlas-prod-rg","3925868544","2315721386.66667","0.0803240740740741","0.247916666666667","0"
"Atlas","thon-atlas-prod-sqlserver","booking","Atlas-prod-rg","16911433728","16844157269.3333","4.20173611111111","4.45428240740741","0"
"Atlas","thon-atlas-prod-sqlserver","package","Atlas-prod-rg","83886080","38866397.8666667","0.00121527777777778","0.00121527777777778","0"
"Atlas","thon-atlas-prod-sqlserver","email","Atlas-prod-rg","50331648","25439436.8","0","0","0"
"Atlas","thon-atlas-prod-sqlserver","checkin","Atlas-prod-rg","4177526784","4125393806.22222","0.232638888888889","0.237326388888889","0"
"Atlas","thon-atlas-prod-sqlserver","offline","Atlas-prod-rg","50331648","37115790.2222222","0","0.000173611111111111","0"
"Atlas","thon-atlas-prod-sqlserver","room","Atlas-prod-rg","67108864","11430934.7555556","0","0","0"
"Atlas","thon-atlas-prod-sqlserver","urlshortener","Atlas-prod-rg","83886080","32454701.5111111","0","0","0"
"Atlas","thon-atlas-prod-sqlserver","sms","Atlas-prod-rg","117440512","110122757.688889","0","0.000868055555555556","0"
"Atlas","thon-atlas-prod-sqlserver","googlehotelads","Atlas-prod-rg","100663296","50364893.8666667","0","0","0"
"Atlas","thon-atlas-prod-sqlserver","pricefeed","Atlas-prod-rg","150994944","85511076.9777778","0","0.000173611111111111","0"
"Atlas","thon-atlas-prod-sqlserver","console","Atlas-prod-rg","855638016","334195507.2","0","0.00451388888888889","0"
"Atlas","thon-atlas-prod-sqlserver","ohip-events","Atlas-prod-rg","33554432","26526924.8","0","0","0"
"Atlas","thon-atlas-prod-sqlserver","flex-identity","Atlas-prod-rg","50331648","31850496","0","0","0"
"Atlas","thon-atlas-prod-sqlserver","hotel-app-backend","Atlas-prod-rg","301989888","204216115.2","0.288888888888889","0.288888888888889","0"
"Atlas","thon-atlas-prod-sqlserver","payment","Atlas-prod-rg","8069840896","8051688630.04444","0.000520833333333333","0.0118055555555556","0"
"Atlas","thon-atlas-prod-sqlserver","article","Atlas-prod-rg","50331648","19570688","0.000173611111111111","0.000173611111111111","0"
"Atlas","thon-atlas-prod-sqlserver","content","Atlas-prod-rg","2097152000","2073839251.91111","0.0376736111111111","0.0776041666666667","0"
"Atlas","thon-atlas-prod-sqlserver","company","Atlas-prod-rg","83886080","53096834.8444444","0.00225694444444444","0.00225694444444444","0"
"Atlas","thon-atlas-prod-sqlserver","master","Atlas-prod-rg","0","0","0","0","0"
"Atlas","thon-atlas-prod-sqlserver","giftcard","Atlas-prod-rg","369098752","330740030.577778","0.00104166666666667","0.00190972222222222","0"
"Atlas","thon-atlas-prod-sqlserver","profile","Atlas-prod-rg","1895825408","1603312412.44444","7.92262731481481","7.92488425925926","0"
"Atlas","thon-atlas-prod-sqlserver","atlas-identity","Atlas-prod-rg","5721030656","4256487492.26667","0.278009259259259","0.33900462962963","0"
"Atlas","thon-atlas-prod-sqlserver","block","Atlas-prod-rg","50331648","29755915.3777778","0","0","0"
"Atlas","thon-atlas-prod-sqlserver","external-identity","Atlas-prod-rg","33554432","11885545.2444444","0","0","0"
"Atlas","thon-atlas-prod-sqlserver","tps","Atlas-prod-rg","335544320","46271601.7777778","0.00503472222222222","0.00503472222222222","0"
"Atlas","thon-atlas-test-sqlserver","content","Atlas-test-rg","3422552064","1167556903.82222","1.04728009259259","1.04728009259259","0"
"Atlas","thon-atlas-test-sqlserver","console","Atlas-test-rg","788529152","188879940.266667","0.183043981481482","0.183043981481482","0"
"Atlas","thon-atlas-test-sqlserver","tps","Atlas-test-rg","83886080","35704467.9111111","0.0025462962962963","0.0025462962962963","0"
"Atlas","thon-atlas-test-sqlserver","urlshortener","Atlas-test-rg","83886080","29989865.2444444","0","0","0"
"Atlas","thon-atlas-test-sqlserver","external-identity","Atlas-test-rg","33554432","28471113.9555556","0","0","0"
"Atlas","thon-atlas-test-sqlserver","booking","Atlas-test-rg","419430400","172959857.777778","0.0218171296296296","0.0218171296296296","0"
"Atlas","thon-atlas-test-sqlserver","flex-identity","Atlas-test-rg","50331648","31540269.5111111","0","0","0"
"Atlas","thon-atlas-test-sqlserver","payment","Atlas-test-rg","234881024","234342877.866667","0.000173611111111111","0.000868055555555556","0"
"Atlas","thon-atlas-test-sqlserver","room","Atlas-test-rg","33554432","27217100.8","0","0","0"
"Atlas","thon-atlas-test-sqlserver","offline","Atlas-test-rg","33554432","31203896.8888889","0","0","0"
"Atlas","thon-atlas-test-sqlserver","block","Atlas-test-rg","33554432","31330008.1777778","0.0102430555555556","0.0102430555555556","0"
"Atlas","thon-atlas-test-sqlserver","checkout","Atlas-test-rg","67108864","29643935.2888889","0","0","0"
"Atlas","thon-atlas-test-sqlserver","email","Atlas-test-rg","50331648","27289600","0","0","0"
"Atlas","thon-atlas-test-sqlserver","push","Atlas-test-rg","369098752","32637565.1555556","0","0","0"
"Atlas","thon-atlas-test-sqlserver","hotel-app-backend","Atlas-test-rg","134217728","57224260.2666667","0.0159722222222222","0.0159722222222222","0"
"Atlas","thon-atlas-test-sqlserver","stay","Atlas-test-rg","201326592","82964070.4","0.190798611111111","0.190798611111111","0"
"Atlas","thon-atlas-test-sqlserver","atlas-identity","Atlas-test-rg","2147483648","162900741.688889","0.0068287037037037","0.0068287037037037","0"
"Atlas","thon-atlas-test-sqlserver","ohip-events","Atlas-test-rg","33554432","26539121.7777778","0","0","0"
"Atlas","thon-atlas-test-sqlserver","responsys","Atlas-test-rg","67108864","32941056","0","0","0"
"Atlas","thon-atlas-test-sqlserver","checkin","Atlas-test-rg","150994944","57701762.8444444","0.000347222222222222","0.000347222222222222","0"
"Atlas","thon-atlas-test-sqlserver","profile","Atlas-test-rg","100663296","41971575.4666667","0.00659722222222222","0.00694444444444444","0"
"Atlas","thon-atlas-test-sqlserver","sms","Atlas-test-rg","33554432","27684772.9777778","0","0","0"
"Atlas","thon-atlas-test-sqlserver","package","Atlas-test-rg","50331648","33817622.7555556","0.0211805555555556","0.0211805555555556","0"
"Atlas","thon-atlas-test-sqlserver","pricefeed","Atlas-test-rg","50331648","38433041.0666667","0.000520833333333333","0.000520833333333333","0"
"Atlas","thon-atlas-test-sqlserver","company","Atlas-test-rg","50331648","39156030.5777778","0","0","0"
"Atlas","thon-atlas-test-sqlserver","facebookads","Atlas-test-rg","50331648","32070405.6888889","0","0","0"
"Atlas","thon-atlas-test-sqlserver","googlehotelads","Atlas-test-rg","83886080","49989677.5111111","0","0","0"
"Atlas","thon-atlas-test-sqlserver","article","Atlas-test-rg","50331648","27754769.0666667","0","0","0"
"Atlas","thon-atlas-test-sqlserver","giftcard","Atlas-test-rg","83886080","32996283.7333333","0","0","0"
"Atlas","thon-atlas-test-sqlserver","master","Atlas-test-rg","0","0","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","sms","atlas-uat-rg","33554432","26654674.4888889","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","push","atlas-uat-rg","100663296","29449352.5333333","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","urlshortener","atlas-uat-rg","50331648","29565610.6666667","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","payment","atlas-uat-rg","218103808","194110441.244444","0.000173611111111111","0.000173611111111111","0"
"Atlas","thon-atlas-uat-sqlserver","ohip-events","atlas-uat-rg","33554432","24618416.3555556","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","room","atlas-uat-rg","33554432","27523117.5111111","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","email","atlas-uat-rg","33554432","26125858.1333333","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","profile","atlas-uat-rg","117440512","106654788.266667","0.000694444444444444","0.000694444444444444","0"
"Atlas","thon-atlas-uat-sqlserver","master","atlas-uat-rg","0","0","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","atlas-identity","atlas-uat-rg","520093696","67855405.5111111","0.000347222222222222","0.000347222222222222","0"
"Atlas","thon-atlas-uat-sqlserver","content","atlas-uat-rg","1157627904","809655523.555556","1.00225694444444","1.00225694444444","0"
"Atlas","thon-atlas-uat-sqlserver","tps","atlas-uat-rg","83886080","41466697.9555556","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","pricefeed","atlas-uat-rg","50331648","40962366.5777778","0.000520833333333333","0.000520833333333333","0"
"Atlas","thon-atlas-uat-sqlserver","checkout","atlas-uat-rg","67108864","29326153.9555556","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","external-identity","atlas-uat-rg","33554432","27553518.9333333","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","package","atlas-uat-rg","50331648","32079166.5777778","0.0138888888888889","0.0138888888888889","0"
"Atlas","thon-atlas-uat-sqlserver","block","atlas-uat-rg","33554432","11910803.9111111","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","checkin","atlas-uat-rg","117440512","115378926.933333","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","company","atlas-uat-rg","67108864","37371357.8666667","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","offline","atlas-uat-rg","50331648","33659608.1777778","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","stay","atlas-uat-rg","184549376","144797218.133333","0.200694444444444","0.200694444444444","0"
"Atlas","thon-atlas-uat-sqlserver","responsys","atlas-uat-rg","67108864","30480019.9111111","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","hotel-app-backend","atlas-uat-rg","134217728","52092108.8","0","0","0"
"Atlas","thon-atlas-uat-sqlserver","booking","atlas-uat-rg","352321536","345707724.8","0.113194444444444","0.113368055555556","0"
"Atlas","thon-atlas-uat-sqlserver","console","atlas-uat-rg","620756992","175294828.088889","0.0949652777777778","0.0949652777777778","0"
"Atlas","thon-atlas-uat-sqlserver","article","atlas-uat-rg","33554432","27634050.8444444","0.00138888888888889","0.00138888888888889","0"
